851,genoveva,256,174158,111,5,140,2014-04-01 16:55:02.704,f,1471,-5,Black
852,drmortis2012,56,62117,32,2,22,,f,1805,-60,Black
853,ArkadyBalagan,751,228201,355,34,362,2023-04-06 21:54:22.682,f,1501,-11,White
854,familyroom,1,0,0,0,1,,f,1500,-195,White
855,Supersonic,7039,2392295,3257,253,3528,2024-11-21 16:38:46.712,f,1462,11,Black
856,Ricardo754,1565,947798,743,29,793,2023-04-05 11:51:46.715,f,1396,-10,White
857,vanya1995,382,142710,190,9,183,,f,1501,13,Black
858,eydun,18480,4138854,8327,704,9447,2024-11-21 18:50:10.661,f,1810,3,Black
859,migsan10,0,0,0,0,0,,f,1500,-369,White
860,palko09,7526,3306116,3571,149,3806,2024-11-21 13:24:24.602,f,1504,20,Black
861,abc1950,21,8993,12,1,8,2014-05-25 23:40:11.399,f,1500,-196,White
862,necko,8330,3144168,4108,261,3961,2024-11-15 11:50:47.268,f,1362,-12,Black
863,champi,122,46816,9,0,113,2013-07-01 21:45:11.085,f,1500,-194,White
864,MAXX10,13,0,4,1,8,,f,1669,-153,Black
865,Szandor,651,98990,317,3,331,2015-12-28 01:56:54.434,f,1910,6,White
866,asto85,41,0,13,1,27,,f,1566,84,Black
867,Czaik,285,74145,67,2,216,,f,1530,-10,Black
868,HVEagles,68,64931,29,1,38,,f,1260,137,Black
869,Xenon,590,153761,199,25,365,,f,1055,-9,Black
870,mrschifer,2768,1491222,1116,94,1558,2024-04-06 13:54:32.538,f,1394,17,Black
871,Foltair,17,8427,2,1,14,2016-03-25 03:41:05.933,f,1500,-233,White
872,21NameMy,6146,3170633,3580,95,2470,2024-05-23 20:51:03.854,f,1602,-20,White
873,angarsk,170,102240,95,6,69,2013-06-25 00:04:19.399,f,1804,-19,White
874,KRAG,2509,1713960,1275,110,1121,2023-01-08 21:30:21.788,f,1779,12,White
875,gawstt,1749,885611,867,54,827,2015-11-08 15:49:08.793,f,1501,11,White
876,BigMcLargeHuge,442,325922,195,10,237,,f,1319,18,Black
877,kevinfat,27,14928,12,0,15,2013-07-03 01:46:16.877,f,1445,-52,White
878,irwinlg,20622,5492319,8633,558,11431,2024-11-21 22:23:41.276,f,1516,-14,Black
879,DUMBLEDORE,139,89494,78,0,61,,f,1500,-365,Black
880,aZaz,575,277218,233,11,329,2017-09-27 15:49:25.699,f,1452,19,Black
881,bsn232,0,0,0,0,0,,f,1425,-4,Black
882,rubenz_7,1815,1318506,893,92,830,2024-11-15 17:43:02.373,f,1491,6,Black
883,thefatb,49,42715,6,0,43,,f,1050,-48,Black
884,Siseneg,27,14405,2,1,24,,f,1210,-43,Black
885,Sting1,1930,1621917,966,76,888,2024-11-21 21:57:40.088,f,1309,,Black
886,paktem,0,0,0,0,0,,f,1375,-40,Black
887,joshivan,3400,1317766,1514,134,1748,2018-06-05 01:13:04.876,f,1636,7,Black
888,jhipolito,3876,765382,2414,117,1345,,f,2064,-5,White
889,brigoodwinan,6380,1881107,2912,288,3180,2024-08-29 23:57:49.803,f,1387,-3,Black
890,FarCry2012,0,0,0,0,0,,f,1500,-91,Black
891,teMaster,0,0,0,0,0,,f,1234,-8,Black
892,puppy_eater,5,0,1,1,3,,f,1500,-360,White
893,nadin_kv,38,29498,12,1,25,,f,1381,-19,White
894,ab-ab,1,0,0,0,1,,f,1500,-146,White
895,tritium_pie,1630,1384392,947,26,657,2013-08-24 11:03:59.11,f,1743,6,Black
896,valera111,2805,1141846,1505,59,1235,2014-03-25 19:50:04.371,f,1718,-18,White
897,goose1940,319,0,83,1,235,2015-02-18 06:16:02.194,f,1584,12,White
898,Christmas_tree,23,0,3,1,19,,f,1209,-30,White
899,loon101,418,334012,271,20,127,2023-08-13 11:53:58.499,f,1657,3,Black
900,pfgabe,23,0,1,0,22,,f,1500,-101,Black
901,vasi55,4029,2838737,2120,191,1697,2015-05-15 12:43:17.487,f,1649,6,White
902,Water27,283,108888,124,6,153,,f,1663,8,White
903,kay,80,45014,44,1,35,,f,1192,-12,Black
904,Kurak,12312,2200565,6280,503,5527,2023-02-22 14:31:44.892,f,1644,5,White
905,Avishek,1213,784829,516,68,624,2024-10-21 10:28:34.822,f,1450,-11,Black
906,Atiqullah,103,68591,8,0,95,,f,1194,-20,Black
907,anonymous2,1013,183897,409,11,593,2024-11-17 23:38:09.639,f,1316,-3,Black
908,Iwanowich33,36475,9841999,15917,1464,19093,2024-11-21 04:35:19.348,f,1941,-12,White
909,newlex,77,36364,22,1,54,,f,1500,-151,Black
910,olopolopolop,31,0,2,0,29,,f,1500,-206,White
911,erbb,17787,3771183,8014,319,9450,2024-11-21 11:09:11.526,f,1443,10,Black
912,fir,16,2353,12,0,4,,f,2045,-107,Black
913,we_chess_now,42,19792,27,1,14,,f,1500,255,Black
914,Snorpy,331,130435,136,11,184,,f,1583,4,White
915,mahir123,43198,22369115,21750,2196,19251,2024-11-21 12:48:19.425,f,1994,2,White
916,Technolog,1487,723115,791,42,654,2014-10-23 02:15:35.022,f,1520,39,White
917,moh7777,429,266851,182,29,202,2013-07-31 04:44:40.008,f,1548,12,Black
918,brizzz,0,0,0,0,0,,f,1605,-12,White
919,serg56,0,0,0,0,0,,f,1386,-49,Black
920,Celine,112,59545,78,5,29,,f,2016,11,Black
921,chez,0,0,0,0,0,,f,2041,-17,White
922,Bubchikov,10017,3294140,4589,341,5087,2024-11-15 05:41:08.852,f,1399,22,White
923,sani5057,357,196095,149,10,196,,f,1697,10,White
924,AngryBear,1257,1222969,621,62,574,2023-01-06 14:59:08.731,f,1646,-4,Black
925,rookplays,153,116639,39,3,111,,f,1312,-14,White
926,Empire82,861,1067167,492,26,343,2013-07-26 07:32:10.994,f,1313,11,Black
927,vaacshes,15034,5648745,6445,501,8084,2017-10-26 08:21:33.469,f,1696,8,White
928,majdi_alfakhri,1024,464215,350,14,660,2013-08-10 07:53:57.985,f,1676,20,Black
929,rohirims,336,179141,98,7,231,,f,1168,-8,Black
930,imonlunch,68,29872,31,0,37,2013-09-14 05:39:36.356,f,1492,-13,Black
931,regachess,8,3323,3,1,4,,f,1500,-121,Black
932,Haust,524,315911,229,16,279,,f,1699,3,Black
933,MEMBRY,1525,985837,603,45,877,,f,1197,-3,Black
934,Paul1966,544,385992,396,14,134,2013-09-14 09:02:05.777,f,1834,-16,Black
935,12652,6041,2774447,2677,122,3241,2022-03-25 05:39:30.568,f,1655,12,Black
936,kaiser007,37448,7384076,15648,1212,20584,2024-11-21 21:26:28.371,f,1573,-10,Black
937,MAGICUS,37331,8028308,19230,1102,16997,2024-11-21 05:53:11.648,f,1474,-10,Black
938,georgii,98,101317,66,3,29,,f,1936,-92,Black
939,Agal,6,6276,2,0,4,,f,1500,-150,Black
940,bc-bc,1,0,0,0,1,,f,1500,-108,White
941,SpanchBober,5,955,3,0,2,,f,1500,147,White
942,bobaokc,16561,9126442,10700,550,5307,2022-02-02 05:56:58.864,f,1863,-18,White
943,RUS2013,230,134678,72,10,148,,f,1500,184,White
944,jemioloch,832,504655,246,21,564,2014-02-02 18:14:52.749,f,1370,25,White
945,sambo,57,42796,35,0,22,2014-02-09 12:57:26.471,f,1638,7,White
946,eqsx,3158,1475507,1239,172,1746,2023-09-09 09:42:12.654,f,1163,-1,Black
947,gits,11617,4341009,5253,511,5850,2024-11-20 12:00:09.256,f,1438,-3,Black
948,kspa2,131,134935,31,4,96,,f,1185,-7,Black
949,ded-blg,16264,10908054,7652,563,8046,2024-11-21 23:01:50.967,f,1720,-14,White
950,anshuman096,65,29225,31,0,32,2013-06-26 05:43:27.741,f,1688,16,Black
951,Anton,6060,3786679,2573,186,3283,2024-11-14 18:53:04.097,f,1567,-11,Black
952,dariia,171,109840,115,2,53,2014-11-12 07:18:47.495,f,1846,-12,White
953,Vojvoda_Dragan,1722,1655401,820,73,828,2024-11-21 13:07:53.817,f,1312,,White
954,nefteg,1280,909530,675,41,564,2020-08-05 06:09:38.705,f,1678,-20,White
955,SHADOW64,968,707685,330,14,624,,f,1178,-5,Black
956,pragmatic_loser,1204,656900,676,35,492,2014-01-17 17:25:12.325,f,1692,-9,Black
957,mccoleman,93,87183,39,0,54,,f,1602,16,Black
958,jagamca,1596,867589,655,78,863,2014-08-09 10:03:24.082,f,1416,15,White
959,chert843,2765,995545,1656,186,915,2013-09-29 16:04:46.192,f,2180,7,White
960,ncpcyln,166,191784,34,6,126,2014-06-04 12:57:42.017,f,1367,50,White
961,Mems_,6136,2750732,2622,197,3317,2017-11-17 18:26:05.241,f,1478,-7,White
962,milan,1708,1020132,915,32,752,2024-10-28 16:25:32.536,f,1780,-19,Black
963,Scriplics,458,240772,279,7,172,,f,1578,-9,Black
964,SonaChouhan,789,553412,197,15,577,2024-03-09 12:58:25.762,f,1236,-7,Black
965,Bjerk,12864,3951874,3265,204,9336,2021-05-29 08:19:02.172,f,1294,12,White
966,mauricio1972,14,0,1,0,13,,f,1077,-4,White
967,shorterg,11712,6459038,4863,485,6358,2024-11-21 09:00:14.036,f,1601,-8,Black
968,Arch,17418,8709109,8011,750,8651,2024-11-21 15:41:20.773,f,1383,13,Black
969,myroman,0,0,0,0,0,,f,1800,-15,Black
970,undertaker,64,16063,41,2,21,,f,1934,-115,White
971,lex2806,1893,1807910,1094,82,717,2016-12-06 07:38:43.242,f,1651,-15,Black
972,Lightman,2641,1316285,1154,57,1429,2014-03-23 16:44:39.615,f,1506,-11,White
973,Madland91,9946,1443568,5479,635,3832,2024-11-11 07:43:56.284,f,1952,119,Black
974,fyter,879,523965,583,28,268,2016-04-26 10:33:12.352,f,1500,-25,White
975,untergrundwelle,59,39550,26,2,31,,f,1292,-24,White
976,rodrigoab,71,35334,12,3,56,,f,1239,-12,Black
977,FSiano,484,377702,204,13,267,2014-06-08 19:15:57.141,f,1524,0,Black
978,dato_123,602,437253,328,22,252,2013-10-31 22:04:49.862,f,1500,249,Black
979,longboard,15684,7534217,7567,403,7714,2024-11-21 19:14:46.822,f,1785,11,White
980,trampy,412,216832,178,15,217,2020-10-13 07:58:54.767,f,1470,6,White
981,Svkg,1644,1030558,696,35,913,2024-11-19 14:32:22.004,f,1641,30,Black
982,boord,5872,6655775,3100,179,2593,2024-06-07 16:18:40.915,f,1523,4,White
983,Artem84,47128,9611433,18385,2847,25894,2023-11-05 07:50:18.257,f,1795,44,White
984,pensadoor,1,0,0,0,1,,f,1500,-163,White
985,sabae,92,69537,38,2,52,,f,1621,11,Black
986,OBorchenko,10512,4064720,4548,527,5437,2024-11-19 10:14:57.535,f,1265,21,White
987,cb-cb,1,0,0,0,1,,f,1500,-101,White
988,augustus_hill,11433,1955990,5486,254,5689,2014-10-12 17:26:12.384,f,1781,5,White
989,JohanBasel,30159,6168312,14700,921,14538,2024-11-22 00:34:04.952,f,1401,11,White
990,JRamon85,0,0,0,0,0,,f,1866,5,White
991,Palladio,5563,4144458,2544,244,2774,2023-10-17 14:35:07.271,f,1648,17,White
992,Sinan,17725,9192170,7709,482,9531,2024-11-21 14:12:46.702,f,1642,15,Black
993,philidor,3825,2110464,1443,136,2246,2018-07-10 09:03:37.515,f,1433,-2,Black
994,dc-dc,2,0,0,1,1,,f,1500,121,White
995,KRIVBASS,9632,6358217,4473,469,4689,2024-11-21 08:53:07.453,f,1450,-11,White
996,daxy,2897,1789102,1564,62,1270,2015-06-18 06:10:12.399,f,1498,-5,White
997,nossing,7042,4831107,3391,187,3462,2024-11-21 17:54:16.262,f,1371,-4,Black
998,alimos,823,313014,480,15,319,,f,1500,271,White
999,Scorpion12,46,0,17,0,29,,f,1442,-12,Black
1000,cesarpr78,23841,13504252,12300,949,10581,2022-02-03 15:44:53.588,f,1581,-11,White
1001,je,323,154821,139,8,167,2014-07-21 03:08:28.676,f,1547,-27,White
1002,kaspiic,18097,7585350,11781,401,5913,2024-04-20 08:44:53.748,f,1612,12,Black
1003,Winner1,849,562277,446,14,380,2013-06-06 07:09:48.817,f,1412,-2,Black
1004,Vlaroz,3318,1321067,1542,82,1694,2024-11-21 07:05:51.898,f,1572,23,Black
1005,seyedsaeed,4314,2663022,1598,216,2497,2015-05-13 08:38:38.1,f,1791,-8,Black
1006,Yudhisthira,2498,1212802,1128,93,1275,2014-05-26 14:10:42.429,f,1795,-7,Black
1007,RMs,18,7885,5,2,11,,f,1325,-102,White
1008,-persian-,0,0,0,0,0,,f,1393,-22,Black
1009,Muk,5,874,0,0,5,,f,1500,-225,Black
1010,Ruslan_Yakupov,6088,2770156,3233,182,2670,2022-03-02 07:39:44.112,f,1742,2,Black
1011,goerch,3396,3143139,1807,143,1444,2021-10-06 16:10:10.783,f,1571,-14,White
1012,alc_rabie,31340,13616966,15290,1056,14992,2024-11-21 16:09:04.419,f,1728,13,White
1013,neerull,1681,810937,923,37,721,2022-05-15 07:55:12.119,f,1788,19,White
1014,CreationMachine,9,5131,4,0,5,,f,1500,-80,Black
1015,Monsieur_Tapis,1842,1587087,1102,74,665,,f,1782,-7,Black
1016,DenVanGump,111,52950,29,1,81,,f,1235,18,Black
1017,devora2010,1178,589500,611,49,517,2020-06-05 10:38:47.852,f,1808,-14,White
1018,Ivanijus,9908,2000964,3353,85,6470,2024-11-21 17:47:32.833,f,1414,-9,White
1019,guiem,14321,5998051,6936,534,6849,2024-11-21 07:48:12.44,f,1654,-19,Black
1020,Omer,886,268783,454,20,405,,f,1798,12,White
1021,Wittam38,42,14004,6,1,35,,f,1500,-119,Black
1022,mwmw,2583,2570598,1101,91,1388,2024-11-05 08:58:29.203,f,1686,2,White
1023,KarlRoll,58469,11015660,25067,2186,31215,2024-03-07 07:46:58.344,f,1681,-10,Black
1024,neo11,189,77860,66,6,117,,f,1421,7,White
1025,Pioner,8513,4273927,3743,209,4559,2019-05-29 00:18:00.379,f,1518,-14,Black
1026,pzd060,17882,6701353,8652,709,8511,2024-11-21 04:11:48.029,f,1695,-18,Black
1027,_Baggins,2,0,0,0,2,,f,1500,-142,White
1028,6969696,3726,923999,1978,43,1697,2016-11-22 04:38:05.955,f,1737,22,Black
1029,uts68,2999,2191440,1484,24,1490,2013-11-18 14:32:55.819,f,1598,5,White
1030,bextiyar,0,0,0,0,0,,f,1136,-5,Black
1031,khemais,21,22593,7,2,12,,f,1500,-94,Black
1032,agnefrance,0,0,0,0,0,,f,1714,-14,Black
1033,onearm,722,480604,317,19,386,2013-07-15 11:11:25.245,f,1628,-4,White
1034,freelancer,293,115781,86,26,181,,f,1288,-9,White
1035,mazorra,37799,24233752,18167,1049,18579,2024-11-21 18:08:54.399,f,1539,6,White
1036,074sanchez,397,237386,189,5,203,2014-03-13 11:21:06.008,f,1370,-16,White
1037,Duck_Sauce,0,0,0,0,0,,f,1798,-52,White
1038,CaruanaTal900,2,0,2,0,0,,f,1500,226,Black
1039,CHIQUITIN,330,113003,172,6,150,,f,1765,11,White
1040,YAKUDZA,0,0,0,0,0,,f,1294,-3,White
1041,JuanCurr,0,0,0,0,0,,f,1394,-21,Black
1042,melo6204,166,54870,40,0,126,2013-09-09 09:14:35.983,f,1500,-148,White
1043,Malkav,0,0,0,0,0,,f,1469,13,White
1044,schitler,9,0,3,0,6,,f,1500,-409,Black
1045,sanjaykumarshah74,3270,2360911,1452,143,1671,2024-05-01 00:11:58.852,f,1795,-21,Black
1046,zapatayack,3227,1588233,1431,111,1685,2013-07-12 17:59:49.208,f,1776,7,Black
1047,Black-Rook,82,59484,26,1,54,,f,1500,-213,Black
1048,mendieta,4511,4246787,2293,139,2077,2024-11-20 20:57:46.496,f,1530,-3,Black
1049,ramutol,10191,4319048,4227,247,5717,2024-11-20 11:55:23.289,f,1605,-13,Black
1050,slavavv,1485,553459,658,43,750,,f,1500,89,Black
1051,Redneck,0,0,0,0,0,,f,1534,8,Black
1052,dep,5580,1530795,2613,250,2717,2024-11-21 06:57:41.846,f,1483,-31,White
1053,Skar,1909,1141645,570,61,1277,,f,1387,-7,Black
1054,Bamboleo,0,0,0,0,0,,f,1500,210,White
1055,evilmallu,40,36726,14,2,24,,f,1197,155,White
1056,ivaka,793,305740,400,54,339,2023-11-25 16:41:41.168,f,1500,204,White
1057,KAINVALDOMERO,0,0,0,0,0,,f,1436,-28,Black
1058,vitaos2,6011,1675441,3033,144,2833,2024-07-14 18:03:25.564,f,1496,2,White
1059,BATTLE4BLOOD,629,10510,73,52,504,,f,1795,33,White
1060,KOROVA_MILKBAR,149,67710,60,4,85,,f,1704,16,Black
1061,3ae6aLLIy,84,35244,41,2,41,,f,1572,-8,Black
1062,mig45,143,139832,76,3,64,,f,1604,5,White
1063,killer970,73,0,39,5,29,,f,1883,-32,White
1064,alex081059,45117,14683129,34824,1245,9048,2024-11-21 10:30:24.602,f,1995,1,Black
1065,behdad_30,312,215265,146,11,154,,f,1427,-10,White
1066,preslav,116,103781,25,0,91,,f,1240,-21,Black
1067,FlyArrow11,10,2948,3,0,7,,f,1618,95,Black
1068,Oliveira,3626,1124475,1611,47,1968,2024-11-21 10:49:20.688,f,1654,-243,White
1069,akner92val,15818,8192936,8265,772,6768,2024-11-18 18:03:59.156,f,1530,17,Black
1070,fort,0,0,0,0,0,,f,1500,-119,Black
1071,pooria,217,101084,76,8,133,2021-10-23 10:48:08.912,f,1227,-17,White
1072,FrereKeiser,45220,12896745,22184,1711,21296,2024-11-20 00:55:26.096,f,1639,13,Black
1073,matsuhui,0,0,0,0,0,,f,1391,17,White
1074,Expert1,6549,5269063,3398,158,2992,2015-10-14 12:23:52.789,f,1689,-7,White
1075,oblomov77,0,0,0,0,0,,f,1500,195,Black
1076,vikings,5355,1450252,2518,85,2751,2020-05-03 21:11:23.263,f,1575,8,Black
1077,sundaresan,8448,7779562,3788,663,3997,2024-11-14 10:45:19.194,f,1718,4,White
1078,_Lacerta__,1,0,0,0,1,,f,1500,-179,White
1079,veneno17,11,0,6,0,4,,f,1500,189,Black
1080,_forest,2,0,0,0,2,,f,1500,-219,White
1081,xbass,190,151182,122,7,61,,f,1524,12,White
1082,Karlajl,48,15178,12,1,35,,f,1500,-164,Black
1083,2bleHunder,895,353321,325,14,555,,f,1278,10,White
1084,Viperov,3,988,3,0,0,,f,1500,97,White
1085,Leandroalvim,41,19691,4,0,37,2013-08-15 21:30:16.212,f,1012,44,White
1086,hjv0568,32109,7524815,17760,1344,13005,2024-11-21 14:48:49.157,f,1958,26,White
1087,Prospice,0,0,0,0,0,,f,1500,-171,White
1088,copperfield,2136,1623748,1344,61,730,2014-11-30 02:25:38.486,f,1971,3,Black
1089,Sa052,2186,1334790,971,104,1110,2013-09-22 15:54:03.776,f,1794,-174,White
1090,FIREMAN101,10167,4856955,5596,567,4004,2024-10-31 02:20:12.88,f,1966,-29,White
1091,Dimka,38,17552,10,2,26,,f,1327,-14,Black
1092,tadamasca,5183,2401722,2118,94,2967,2024-11-05 21:49:20.233,f,1311,-5,White
1093,Thunderbird,0,0,0,0,0,,f,1304,12,Black
1094,mazingo,0,0,0,0,0,,f,1500,-163,White
1095,bohinky,1407,798901,655,75,677,2024-11-21 19:48:26.506,f,1500,162,Black
1096,ChessWhiz,20104,3990566,12474,449,7176,2023-12-28 15:01:02.428,f,1990,9,Black
1097,LostPawn,23,11105,14,0,9,,f,1749,27,Black
1098,ronin19,373,216564,184,13,176,,f,1540,10,White
1099,nime,34,28182,9,0,25,2013-10-25 07:09:08.885,f,1311,-52,Black
1100,Andrey_Green,266,241410,114,3,149,,f,1550,16,Black
1101,RogerSmith,0,0,0,0,0,,f,1374,-53,Black
1102,stethoscope,996,184435,447,17,532,2024-11-19 23:44:54.466,f,1549,64,White
1103,susu,18,9640,1,1,16,,f,1500,-269,Black
1104,xinirnix,244,308014,110,7,127,2021-08-11 15:48:36.646,f,1501,-9,White
1105,henn,65,49558,43,4,18,,f,1911,19,Black
1106,oleglebedev,3930,2462103,1477,110,2343,2024-11-21 16:42:14.886,f,1461,-7,Black
1107,Romoda,41956,5981392,26308,1416,14197,2022-07-25 20:28:12.158,f,2058,5,White
1108,suds79,11873,4774297,6953,646,4269,2017-11-21 10:40:04.608,f,1779,5,Black
1109,colgueti,347,90032,214,13,117,2021-10-24 18:50:20.182,f,1946,-29,White
1110,silusha,13913,4123703,6702,505,6706,2024-11-20 08:54:39.58,f,1579,5,White
1111,goths,1187,355022,534,44,609,2021-04-09 09:56:44.003,f,1712,61,White
1112,Elsa,1440,186688,719,34,684,2024-08-21 11:33:55.434,f,2077,7,White
1113,marchello,3520,3616448,2234,177,1109,2024-11-19 14:44:06.125,f,1685,5,Black
1114,sajjadstar,1776,1082850,890,64,822,2015-02-13 05:29:22.406,f,1774,-21,Black
1115,Beto370,118,74003,17,7,94,,f,1122,12,White
1116,howardhewett,0,0,0,0,0,,f,1500,-118,White
1117,bagre,7,0,1,0,6,,f,1500,143,White
1118,bestshahmatist,3541,693899,1959,230,1352,2019-04-26 03:03:31.526,f,1500,-113,Black
1119,kagor,860,573220,371,71,418,2014-07-31 14:44:18.508,f,1763,13,White
1120,parque,8482,7177244,4766,370,3346,2024-11-21 18:09:24.332,f,1533,7,Black
1121,Artin,853,664234,500,39,314,2023-09-11 04:10:01.931,f,2061,-22,Black
1122,mircodotta,557,249838,340,17,200,2014-03-05 04:43:23.671,f,1908,-82,White
1123,franck381,19,0,3,1,15,,f,1500,-199,Black
1124,jpinper,2985,1946747,1440,63,1480,2020-03-29 16:17:30.407,f,1514,-11,Black
1125,Sametreiter,110,74657,54,5,51,,f,1697,10,Black
1126,Sandrov,739,260229,398,19,316,,f,1564,4,White
1127,Chessgames,908,523284,561,23,324,2018-07-23 14:06:09.097,f,1500,264,Black
1128,LordHarold,218,102199,81,5,132,2014-02-10 19:05:20.085,f,1224,-51,White
1129,redline74,151,94634,69,3,79,,f,1500,-138,Black
1130,Betta19731973,878,494007,413,35,430,,f,1623,2,White
1131,Aiditz,3769,1112220,1591,50,2128,2024-06-04 04:49:10.024,f,1455,9,White
1132,apaa,6223,2143860,3575,220,2427,2024-11-20 07:13:39.865,f,1650,6,White
1133,Sapee,1943,1060686,847,58,1036,2024-11-08 10:24:23.787,f,1435,-5,Black
1134,mado,0,0,0,0,0,,f,1639,-23,Black
1135,bgandalf,468,228926,247,11,207,,f,1545,2,Black
1136,borisovich33,0,0,0,0,0,,f,1602,3,White
1137,ioi,0,0,0,0,0,,f,1303,-3,Black
1138,ThunderWrath,298,132774,150,5,143,,f,1515,7,White
1139,azim7634,15127,6637078,7343,455,7322,2023-09-24 15:08:12.157,f,1375,-14,White
1140,Delirans,21,0,11,2,8,,f,1566,3,Black
1141,dionysos199,28277,11016206,12671,1211,14393,2024-11-21 16:29:46.45,f,1520,8,Black
1142,bojan123,27,0,10,1,16,,f,1500,-174,Black
1143,Agni007,3295,1948089,1298,62,1934,2013-08-27 18:22:11.117,f,1555,6,Black
1144,vermut,1143,725388,531,92,519,2014-10-24 11:43:30.469,f,1602,-12,Black
1145,Burnafew,53,51421,26,2,25,,f,1336,147,White
1146,RAlehin,6048,1393620,3032,273,2742,2024-01-14 00:13:18.929,f,1685,-16,Black
1147,reymago,91,59172,20,1,70,,f,1347,-18,Black
1148,xatzi1970,7860,3064728,3434,235,4188,2017-10-07 18:18:56.092,f,1397,14,White
1149,Traktor87,307,97015,45,3,259,2014-06-01 11:56:08.857,f,1027,-11,Black
1150,Peter_K,2169,1266289,1183,72,914,2014-06-04 15:41:04.975,f,1840,11,Black
1151,jonlois69,308,0,148,11,149,2023-09-21 17:56:52.085,f,1333,101,Black
1152,Omraz,11833,5780209,5190,571,6071,2024-10-12 06:20:40.931,f,1607,9,Black
1153,soroosh,97,103552,48,4,45,2014-11-02 11:56:51.247,f,1500,351,White
1154,alj,0,0,0,0,0,,f,1448,-6,Black
1155,ZUZU,113,151188,39,0,74,,f,1457,34,White
1156,cercamon,0,0,0,0,0,,f,1963,9,White
1157,rodrigodbgt,14379,7853838,9420,1144,3812,2021-06-02 23:42:04.586,f,1622,-10,Black
1158,timerider,25,0,22,0,3,2016-04-13 14:22:53.246,f,1500,-144,Black
1159,Checky,5748,1940691,2503,90,3153,2022-05-17 02:50:56.094,f,1694,8,Black
1160,madmax0542,143,143290,38,4,101,2014-07-02 09:50:28.737,f,1247,-3,Black
1161,nilson,13222,5928206,5827,517,6872,2024-07-13 21:12:35.611,f,1552,-4,Black
1162,SOKOL_71,0,0,0,0,0,,f,1598,10,White
1163,CrazyDiamond,298,138843,163,10,125,,f,1708,-9,White
1164,Calidus23,37,53107,27,2,8,,f,1830,5,Black
1165,Kostyan,538,420396,126,21,391,,f,1459,-2,Black
1166,Moksna,1680,1131024,739,40,901,2022-11-15 07:24:14.701,f,1492,-8,Black
1167,salam,21562,5069484,10507,662,10379,2024-11-21 14:20:51.893,f,1520,-5,White
1168,elkaoD,1044,636011,482,19,543,2020-06-28 18:47:39.123,f,1410,-15,White
1169,Player_2,10371,5992891,4872,246,5253,2024-05-17 15:15:14.325,f,1639,12,Black
1170,jajce3,0,0,0,0,0,,f,1708,15,White
1171,bahiano,5,3430,0,0,5,,f,1500,-115,White
1172,cengerlarsen,2125,484937,846,69,1206,2013-10-09 17:59:47.251,f,1239,-10,White
1173,MrLarsen13,794,188345,391,25,377,,f,1281,9,Black
1174,magnificous,3915,1991911,1852,112,1950,2024-11-14 22:44:31.731,f,1395,-9,Black
1175,Y4nda,8,5164,1,0,7,2013-10-17 10:39:02.21,f,1500,-220,White
1176,MACAE65,42,65700,4,0,38,2014-01-03 09:40:38.239,f,1059,-13,Black
1177,LordJhony,2,2078,1,0,1,,f,1500,-152,White
1178,Gardos,693,95426,373,13,307,2016-03-08 12:01:39.468,f,1500,56,Black
1179,bobon,34285,15447925,15360,1502,17420,2024-11-21 08:48:40.642,f,1458,-9,Black
1180,semerki,10,0,5,1,4,,f,1500,-171,Black
1181,redskin,9639,6399005,4188,241,5209,2024-11-17 04:40:45.26,f,1363,9,White
1182,flex,248,434537,159,3,86,,f,1500,143,White
1183,Navid-g,186,141999,104,5,77,2013-06-28 12:14:58.516,f,1707,-7,Black
1184,Jayasimha,24987,16668636,12845,823,11319,2024-11-21 13:14:18.269,f,1554,-15,White
1185,bala89,48,39653,23,0,25,,f,1465,-19,Black
1186,chessica,116,73419,30,4,81,2016-01-15 16:35:20.712,f,1048,-3,Black
1187,svrca,37,0,27,1,9,,f,1500,193,White
1188,faycel,146,90982,75,0,71,2014-01-12 14:06:22.091,f,1799,-28,Black
1189,bswpt,119,70935,27,0,92,,f,1267,-4,White
1190,fredymam,28323,10200614,12588,1570,14164,2024-11-21 12:57:08.469,f,1847,12,Black
1191,bonkar,9078,3946543,4926,406,3746,2024-11-04 18:47:05.255,f,1552,-13,Black
1192,jonnymoney1,111,71760,32,3,76,,f,1417,-10,White
1193,ALonon,814,439085,329,18,467,2017-11-03 15:18:08.575,f,1417,9,White
1194,nike_the_bullet,65,34173,13,1,51,,f,1500,-221,Black
1195,nightmare198,11,0,6,1,4,,f,1500,-54,White
1196,hameleon,18,0,3,1,14,,f,1364,23,Black
1197,osher,1333,684526,531,28,774,2013-07-13 00:12:11.663,f,1546,-11,White
1198,khishimin,5719,1344336,3240,124,2355,2016-09-17 17:20:58.792,f,1472,8,Black
1199,Sla_Bo,3476,1205401,1543,153,1771,2022-11-27 10:55:46.148,f,1238,-12,Black
1200,masterman1010,435,171987,77,14,344,,f,1133,-2,White
1201,jvzzz,10,0,4,0,6,,f,1500,147,Black
1202,medo,6176,2009468,2993,126,3056,2017-02-12 10:05:58.505,f,1379,8,White
1203,bijean,35694,19229102,15530,465,19689,2024-11-20 17:49:06.855,t,1448,-16,Black
1204,Umibus,2702,1430516,1040,56,1603,2017-10-24 07:01:00.387,f,1709,-13,Black
1205,amirt,20,0,12,1,7,,f,1500,-103,White
1206,Glaumur,1527,507315,732,29,766,,f,1559,12,Black
